"","entry","module","genes","pathway","module_info","pathway_info"
"562","mmu:665563","mmu_M00141","Mthfd2l, 1110019K23Rik, C630010D07Rik","mmu00670","C1-unit interconversion, eukaryotes","One carbon pool by folate"
"563","mmu:270685","mmu_M00141","Mthfd1l, 2410004L15Rik, AI647056, Fthfsdc, Fthfsdc1","mmu00670","C1-unit interconversion, eukaryotes","One carbon pool by folate"
"564","mmu:18597","mmu_M00307","Pdha1, Pdha, Pdha-1","mmu00010, mmu00020, mmu00620","Pyruvate oxidation, pyruvate => acetyl-CoA","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism"
"565","mmu:18598","mmu_M00307","Pdha2, Pd, Pdhal","mmu00010, mmu00020, mmu00620","Pyruvate oxidation, pyruvate => acetyl-CoA","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism"
"566","mmu:68263","mmu_M00307","Pdhb, 2610103L06Rik, AL024199, C81408","mmu00010, mmu00020, mmu00620","Pyruvate oxidation, pyruvate => acetyl-CoA","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism"
"567","mmu:235339","mmu_M00307","Dlat, 6332404G05Rik, DLTA, PDC-E, PDC-E2","mmu00010, mmu00020, mmu00620","Pyruvate oxidation, pyruvate => acetyl-CoA","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism"
"568","mmu:27402","mmu_M00307","Pdhx, AI481367, E3bp, Pdx, Pdx1","","Pyruvate oxidation, pyruvate => acetyl-CoA",""
"569","mmu:107869","mmu_M00338","Cth, 0610010I13Rik, AI314617, BC019483, CS, CSE, Cys3","mmu00260, mmu00270, mmu00450","Cysteine biosynthesis, homocysteine + serine => cysteine","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Selenocompound metabolism"
"570","mmu:54325","mmu_M00415","Elovl1, AA407424, BB151133, Ss, Ssc1","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"571","mmu:54326","mmu_M00415","Elovl2, AI317360, Ss, Ssc2","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"572","mmu:12686","mmu_M00415","Elovl3, CIN, CIN-2, Cig3, Cig30","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"573","mmu:83603","mmu_M00415","Elovl4","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"574","mmu:68801","mmu_M00415","Elovl5, 1110059L23Rik, AI747313, AU043003, HELO1","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"575","mmu:170439","mmu_M00415","Elovl6, C77826, FAE, LC, LCE","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"576","mmu:74559","mmu_M00415","Elovl7, 9130013K24Rik, AI840082","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"577","mmu:56348","mmu_M00415","Hsd17b12, 2610510O05Rik, AI172963, KIK, KIK-I, Kik1","mmu00062, mmu00140, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Steroid hormone biosynthesis, Biosynthesis of unsaturated fatty acids"
"578","mmu:70757","mmu_M00415","Hacd2, 6330408J20Rik, AI255777, AI481689, Hcad2, Pt, Ptplb","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"579","mmu:30963","mmu_M00415","Hacd1, P, Ptpla","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"580","mmu:66775","mmu_M00415","Hacd4, 4933428I03Rik, Hcad4, Ptp, Ptplad2","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"581","mmu:57874","mmu_M00415","Hacd3, 4930523M17Rik, AW742319, B-in, B-ind1, Hcad3, Hspc1, Hspc121, Ptp, Ptplad1","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"582","mmu:106529","mmu_M00415","Tecr, 2410016D23Rik, A230102P12Rik, AI173355, D17Ertd178, D17Ertd178e, Gp, Gpsn2, SC, SC2","mmu00062, mmu01040","Fatty acid elongation in endoplasmic reticulum","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"583","mmu:72157","mmu_M00549, mmu_M00855","Pgm1, 2610020G18Rik, AA407108, AI098105, Pgm, Pgm-, Pgm-2, Pgm1a, Pgm2","mmu00010, mmu00030, mmu00052, mmu00230, mmu00500, mmu00520","Nucleotide sugar biosynthesis, glucose => UDP-glucose, Glycogen degradation, glycogen => glucose-6P","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Galactose metabolism, Purine metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism"
"584","mmu:66681","mmu_M00549, mmu_M00855","Pgm2, 3230402E02Rik, Pgm, Pgm-, Pgm-1, Pgm1","mmu00010, mmu00030, mmu00052, mmu00230, mmu00500, mmu00520","Nucleotide sugar biosynthesis, glucose => UDP-glucose, Glycogen degradation, glycogen => glucose-6P","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Galactose metabolism, Purine metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism"
"585","mmu:14635","mmu_M00554, mmu_M00632","Galk1, AA409894, GALK, Gk, Gl, Glk, Glk1","mmu00052, mmu00520","Nucleotide sugar biosynthesis, galactose => UDP-galactose, Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","Galactose metabolism, Amino sugar and nucleotide sugar metabolism"
"586","mmu:14430","mmu_M00554, mmu_M00632","Galt, AW553376","mmu00052, mmu00520","Nucleotide sugar biosynthesis, galactose => UDP-galactose, Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","Galactose metabolism, Amino sugar and nucleotide sugar metabolism"
"587","mmu:218865","mmu_M00555","Chdh, AU041472, D630034H06Rik","mmu00260","Betaine biosynthesis, choline => betaine","Glycine, serine and threonine metabolism"
"588","mmu:319625","mmu_M00632","Galm, A530057M15Rik, AU015645, AU020959","mmu00010, mmu00052","Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","Glycolysis / Gluconeogenesis, Galactose metabolism"
"589","mmu:74246","mmu_M00632","Gale, 2310002A12Rik, AI323962","mmu00052, mmu00520","Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P","Galactose metabolism, Amino sugar and nucleotide sugar metabolism"
"590","mmu:110821","mmu_M00741","Pcca, C79630","mmu00280, mmu00630, mmu00640","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Valine, leucine and isoleucine degradation, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"591","mmu:66904","mmu_M00741","Pccb, 1300012P06Rik, AI314687, R74805","mmu00280, mmu00630, mmu00640","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Valine, leucine and isoleucine degradation, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"592","mmu:73724","mmu_M00741","Mcee, 1110007A04Rik","mmu00280, mmu00630, mmu00640","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Valine, leucine and isoleucine degradation, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"593","mmu:17850","mmu_M00741","Mmut, D230010K02Rik, Mcm, Mut","mmu00280, mmu00630, mmu00640","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Valine, leucine and isoleucine degradation, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"594","mmu:14528","mmu_M00842","Gch1, GTP-C, GTP-CH, GTP-CH-I, GTPC, GTPCH, Gch","mmu00790","Tetrahydrobiopterin biosynthesis, GTP => BH4","Folate biosynthesis"
"595","mmu:19286","mmu_M00842","Pts, PTPS","mmu00790","Tetrahydrobiopterin biosynthesis, GTP => BH4","Folate biosynthesis"
"596","mmu:20751","mmu_M00842","Spr, AA409688, Gm10328","mmu00790","Tetrahydrobiopterin biosynthesis, GTP => BH4","Folate biosynthesis"
"597","mmu:14936","mmu_M00854","Gys1, Gys, Gys3, MG, MGS","mmu00500","Glycogen biosynthesis, glucose-1P => glycogen/starch","Starch and sucrose metabolism"
"598","mmu:232493","mmu_M00854","Gys2, BC021322, L, LGS","mmu00500","Glycogen biosynthesis, glucose-1P => glycogen/starch","Starch and sucrose metabolism"
"599","mmu:27357","mmu_M00854","Gyg, AU017667, GN1, Gyg1","mmu00500","Glycogen biosynthesis, glucose-1P => glycogen/starch","Starch and sucrose metabolism"
"600","mmu:74185","mmu_M00854","Gbe1, 2310045H19Rik, 2810426P10Rik, D16Ertd536, D16Ertd536e","mmu00500","Glycogen biosynthesis, glucose-1P => glycogen/starch","Starch and sucrose metabolism"
"601","mmu:19309","mmu_M00855","Pygm, AI115133, P, PG","mmu00500","Glycogen degradation, glycogen => glucose-6P","Starch and sucrose metabolism"
"602","mmu:110078","mmu_M00855","Pygb","mmu00500","Glycogen degradation, glycogen => glucose-6P","Starch and sucrose metabolism"
"603","mmu:110095","mmu_M00855","Pygl","mmu00500","Glycogen degradation, glycogen => glucose-6P","Starch and sucrose metabolism"
"604","mmu:77559","mmu_M00855","Agl, 1110061O17Rik, 9430004C13Rik, 9630046L06Rik, AI850929, C77197","mmu00500","Glycogen degradation, glycogen => glucose-6P","Starch and sucrose metabolism"
"605","mmu:15488","mmu_M00861, mmu_M00862","Hsd17b4, 17-beta-HSD, 17[b]-HS, 17[b]-HSD, DBP, MFE-2, MFP, MFP2, MPF-2, Mfp-, Mfp-2, perMFE, perMFE-2","mmu00120, mmu01040","beta-Oxidation, peroxisome, VLCFA, beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","Primary bile acid biosynthesis, Biosynthesis of unsaturated fatty acids"
"606","mmu:20280","mmu_M00861, mmu_M00862","Scp2, AA409774, AA409893, C76618, C79031, NSL-TP, SC, SCP, SCP-2, SCP-X, SCPX, ns, ns-LTP","mmu00120, mmu01040","beta-Oxidation, peroxisome, VLCFA, beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","Primary bile acid biosynthesis, Biosynthesis of unsaturated fatty acids"
"607","mmu:93732","mmu_M00862","Acox2, THCCox","mmu00120","beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","Primary bile acid biosynthesis"
"608","mmu:11656","mmu_M00868","Alas2, A, ALAS, ALAS-E, ALASE, Al, Alas-2","mmu00260, mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Glycine, serine and threonine metabolism, Porphyrin and chlorophyll metabolism"
"609","mmu:11655","mmu_M00868","Alas1, A, ALAS, ALAS-N, Al, Alas-1, Alas-h","mmu00260, mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Glycine, serine and threonine metabolism, Porphyrin and chlorophyll metabolism"
"610","mmu:17025","mmu_M00868","Alad, ALADH, Lv","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"611","mmu:15288","mmu_M00868","Hmbs, PBG, PBGD, T25658, U, Ups, Ur, Uros1","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"612","mmu:22276","mmu_M00868","Uros, AI415298, UROIIIS, Ur, Uros3","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"613","mmu:22275","mmu_M00868","Urod, AI323803, UPD, Uro, Uro-d","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"614","mmu:12892","mmu_M00868","Cpox, C, CPX, Cpo, HCP, ca, cac, nc, nct","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"615","mmu:19044","mmu_M00868","Ppox, Ppo","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"616","mmu:14151","mmu_M00868","Fech, AI894116, Fc, Fcl, fch","mmu00860","Heme biosynthesis, animals and fungi, glycine => heme","Porphyrin and chlorophyll metabolism"
"617","mmu:99011","mmu_M00872","Pomt1, AI505244","mmu00514, mmu00515","O-glycan biosynthesis, mannose type (core M3)","Other types of O-glycan biosynthesis, Mannose type O-glycan biosynthesis"
"618","mmu:217734","mmu_M00872","Pomt2","mmu00514, mmu00515","O-glycan biosynthesis, mannose type (core M3)","Other types of O-glycan biosynthesis, Mannose type O-glycan biosynthesis"
"619","mmu:215494","mmu_M00872","Pomgnt2, Ago61, C85492, Gtdc2","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"620","mmu:97884","mmu_M00872","B3galnt2, A930105D20Rik, C80633, D230016N13Rik","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"621","mmu:74653","mmu_M00872","Pomk, 4930444A02Rik, Sgk19, Sgk196","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"622","mmu:75847","mmu_M00872","Crppa, 4930579E17Rik, AV040780, I, Ispd","mmu00040, mmu00515","O-glycan biosynthesis, mannose type (core M3)","Pentose and glucuronate interconversions, Mannose type O-glycan biosynthesis"
"623","mmu:246179","mmu_M00872","Fktn, D830030O17Rik, Fcmd, Fukut","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"624","mmu:243853","mmu_M00872","Fkrp, A830029B19Rik, AI842067, AI847300, LGMD, LGMD1I, MDC1C","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"625","mmu:216395","mmu_M00872","Rxylt1, 6330415D21Rik, Tmem5","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"626","mmu:108902","mmu_M00872","B4gat1, 1500032M01Rik, B3gnt1, B3gnt6, BETA3GNT1, iGAT, iGNT","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"627","mmu:228366","mmu_M00872","Large2, 5730485C17Rik, AI891893, Gyltl, Gyltl1b, Largel, mKIAA4105","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"628","mmu:16795","mmu_M00872","Large1, BPFD#3, BPFD#36, Gyltl1a, Large, Mbp-1, Mbp1, e, enr, fg, frog, froggy, myd","mmu00515","O-glycan biosynthesis, mannose type (core M3)","Mannose type O-glycan biosynthesis"
"629","mmu:257633","mmu_M00873","Acsf3, BB101783","mmu00061, mmu00280","Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis, Valine, leucine and isoleucine degradation"
"630","mmu:70316","mmu_M00873","Ndufab1, 2210401F17Rik, 2310039H15Rik, 2610003B19Rik, 8kD, 8kDa, 9130423F15Rik, ACP, CI-SDAP, SDAP","mmu00190","Fatty acid biosynthesis in mitochondria, animals","Oxidative phosphorylation"
"631","mmu:234309","mmu_M00873","Cbr4, A730083J17Rik, BC009118","mmu00061","Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis"
"632","mmu:14979","mmu_M00873","H2-Ke6, D17H6S112E, H-2Ke6, Hsd17b8, Ke-6, Ke6, Ri, Ring2","mmu00061, mmu00140","Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis, Steroid hormone biosynthesis"
"633","mmu:109729085","mmu_M00873","Htd2","mmu00061","Fatty acid biosynthesis in mitochondria, animals","Fatty acid biosynthesis"
"634","mmu:56738","mmu_M00880","Mocs1, 3110045D15Rik, AI043170, AW536397","mmu00790","Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","Folate biosynthesis"
"635","mmu:17434","mmu_M00880","Mocs2, AI415403","mmu00790","Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","Folate biosynthesis"
"636","mmu:268566","mmu_M00880","Gphn, 5730552E08Rik, AI662856, BC027112, C230040D23, GPH, GPHRYN, gep, geph","mmu00790","Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor","Folate biosynthesis"
"637","mmu:14583","mmu_M00892","Gfpt1, 2810423A18Rik, AI324119, AI449986, GF, GFA, GFAT, GFAT1, GFAT1m, Gfpt","mmu00250, mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Alanine, aspartate and glutamate metabolism, Amino sugar and nucleotide sugar metabolism"
"638","mmu:14584","mmu_M00892","Gfpt2, AI480523, GFAT, GFAT2","mmu00250, mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Alanine, aspartate and glutamate metabolism, Amino sugar and nucleotide sugar metabolism"
"639","mmu:54342","mmu_M00892","Gnpnat1, AU017428, AU040593, EMeg32, Gpnat1, Gsnpat","mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Amino sugar and nucleotide sugar metabolism"
"640","mmu:109785","mmu_M00892","Pgm3, 2810473H05Rik, Agm1, BB187688, C77933, PAGM, Pgm-, Pgm-3","mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Amino sugar and nucleotide sugar metabolism"
"641","mmu:107652","mmu_M00892","Uap1, AA420407, AA437972, AGX-1, AGX-2, AGX1, Ag, AgX, ESTM3, ESTM38, SP, SPAG2","mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Amino sugar and nucleotide sugar metabolism"
"642","mmu:227620","mmu_M00892","Uap1l1, 5730445F03Rik","mmu00520","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","Amino sugar and nucleotide sugar metabolism"
"643","mmu:106557","","Ldhal6b, 4933402O15Rik, AI326310, LD, LDHL, Ldhal","mmu00010, mmu00270, mmu00620, mmu00640","","Glycolysis / Gluconeogenesis, Cysteine and methionine metabolism, Pyruvate metabolism, Propanoate metabolism"
"644","mmu:11522","","Adh1, ADH, ADH-A2, ADH-AA, AI194826, Adh-, Adh-1, Adh-1-, Adh-1-t, Adh-1e, Adh-1t, Adh-3e, Adh1-, Adh1-e, Adh1-t, Adh1tl, Adh3-e","mmu00010, mmu00071, mmu00350, mmu00830, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"645","mmu:11529","","Adh7, AI325182, Adh, Adh-, Adh-3, Adh-3e, Adh-3t, Adh3, Adh3-, Adh3-e, Adh3-t, Adh4, Adt-, Adt-1","mmu00010, mmu00071, mmu00350, mmu00830, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"646","mmu:11532","","Adh5, Adh, Adh-, Adh-5, Adh3, G, GSNOR","mmu00010, mmu00071, mmu00350, mmu00830, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"647","mmu:11670","","Aldh3a1, Ahd, Ahd-, Ahd-4, Ahd4, Al, Ald, Aldh, Aldh3","mmu00010, mmu00340, mmu00350, mmu00360, mmu00410, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, beta-Alanine metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"648","mmu:12183","","Bpgm, AI323730, AL022789, C86192","mmu00010, mmu00260","","Glycolysis / Gluconeogenesis, Glycine, serine and threonine metabolism"
"649","mmu:14377","","G6pc, AW107337, G6P, G6Pase, G6pt, Glc-6-, Glc-6-Pase","mmu00010, mmu00052, mmu00500","","Glycolysis / Gluconeogenesis, Galactose metabolism, Starch and sucrose metabolism"
"650","mmu:14378","","G6pc2, G6pc, G6pc-rs, I, IGRP","mmu00010, mmu00052, mmu00500","","Glycolysis / Gluconeogenesis, Galactose metabolism, Starch and sucrose metabolism"
"651","mmu:14447","","Gapdhs, Ga, Gap, Gapd-s, Gapds","mmu00010","","Glycolysis / Gluconeogenesis"
"652","mmu:16828","","Ldha, LDH, Ldh-, Ldh1, Ldhm, l7, l7R2","mmu00010, mmu00270, mmu00620, mmu00640","","Glycolysis / Gluconeogenesis, Cysteine and methionine metabolism, Pyruvate metabolism, Propanoate metabolism"
"653","mmu:16832","","Ldhb, AI790582, H-Ld, H-Ldh, LDH-B, LDH-H, Ldh-, Ldh-2, Ldh2","mmu00010, mmu00270, mmu00620, mmu00640","","Glycolysis / Gluconeogenesis, Cysteine and methionine metabolism, Pyruvate metabolism, Propanoate metabolism"
"654","mmu:16833","","Ldhc, LDH-C4, Ldh, Ldh-, Ldh-3, Ldh-x, Ldh3, Ldhc4","mmu00010, mmu00270, mmu00620, mmu00640","","Glycolysis / Gluconeogenesis, Cysteine and methionine metabolism, Pyruvate metabolism, Propanoate metabolism"
"655","mmu:17330","","Minpp1, AA408516","mmu00010, mmu00562","","Glycolysis / Gluconeogenesis, Inositol phosphate metabolism"
"656","mmu:26876","","Adh4, Adh, Adh2","mmu00010, mmu00071, mmu00350, mmu00830, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"657","mmu:60525","","Acss2, 1110017C11Rik, A, ACAS, ACS, Ac, Acas1, Acas2, AceC, AceCS1, Acs1, aceCS","mmu00010, mmu00620, mmu00630, mmu00640","","Glycolysis / Gluconeogenesis, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"658","mmu:621603","","Aldh3b2, AI848594, C130048D07Rik","mmu00010, mmu00340, mmu00350, mmu00360, mmu00410, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, beta-Alanine metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"659","mmu:67689","","Aldh3b1, 1700001N19Rik, ALD, ALDH4, ALDH7","mmu00010, mmu00340, mmu00350, mmu00360, mmu00410, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, beta-Alanine metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"660","mmu:68401","","G6pc3, 0710001K01Rik, AU019276, AU045429, AV128920, AW545836, UGRP","mmu00010, mmu00052, mmu00500","","Glycolysis / Gluconeogenesis, Galactose metabolism, Starch and sucrose metabolism"
"661","mmu:68738","","Acss1, 1110032O15Rik, AI788978, Ac, Acas2, Acas2l, AceC, AceCS2","mmu00010, mmu00620, mmu00630, mmu00640","","Glycolysis / Gluconeogenesis, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism"
"662","mmu:73458","","Aldh3b3, 1700055N04Rik","mmu00010, mmu00340, mmu00350, mmu00360, mmu00410, mmu00980, mmu00982","","Glycolysis / Gluconeogenesis, Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, beta-Alanine metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"663","mmu:104112","","Acly, A730098H14Rik, AW538652","mmu00020","","Citrate cycle (TCA cycle)"
"664","mmu:18563","","Pcx, P, Pc, Pcb","mmu00020, mmu00620","","Citrate cycle (TCA cycle), Pyruvate metabolism"
"665","mmu:232449","","Dera, 2010002D22Rik, 2500002K03Rik, DEOC","mmu00030","","Pentose phosphate pathway"
"666","mmu:235582","","Glyctk, 6230410P16Rik, C430006L12","mmu00030, mmu00260, mmu00561, mmu00630","","Pentose phosphate pathway, Glycine, serine and threonine metabolism, Glycerolipid metabolism, Glyoxylate and dicarboxylate metabolism"
"667","mmu:71336","","Rbks, 5230400M11Rik, AI326806, RBSK, RK","mmu00030","","Pentose phosphate pathway"
"668","mmu:75731","","Idnk, 5133401N09Rik","mmu00030","","Pentose phosphate pathway"
"669","mmu:11677","","Akr1b3, A, ALR2, AR, Ah, Ahr, Ahr-1, Ahr1, Akr1b1, Al, Aldor1, Aldr1","mmu00040, mmu00051, mmu00052, mmu00561, mmu00790","","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Galactose metabolism, Glycerolipid metabolism, Folate biosynthesis"
"670","mmu:11997","","Akr1b7, A, AR, Avdp, MV, MVDP","mmu00040, mmu00051, mmu00052, mmu00561, mmu00790","","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Galactose metabolism, Glycerolipid metabolism, Folate biosynthesis"
"671","mmu:14187","","Akr1b8, FR-1, Fg, Fgf, Fgfrp, Fgrp","mmu00040, mmu00051, mmu00052, mmu00561, mmu00790","","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Galactose metabolism, Glycerolipid metabolism, Folate biosynthesis"
"672","mmu:67861","","Akr1b10, 2310005E10Rik, Akr1b16","mmu00040, mmu00051, mmu00052, mmu00561, mmu00790","","Pentose and glucuronate interconversions, Fructose and mannose metabolism, Galactose metabolism, Glycerolipid metabolism, Folate biosynthesis"
"673","mmu:71755","","Dhdh, 1300018L09Rik, AA591799, B830008H07Rik, Xld, Xld-, Xld-1, Xld1","mmu00040, mmu00980","","Pentose and glucuronate interconversions, Metabolism of xenobiotics by cytochrome P450"
"674","mmu:110119","","Mpi, 1110002E17Rik, AI315153, Mp, Mpi-1, Mpi1","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"675","mmu:16548","","Khk","mmu00051","","Fructose and mannose metabolism"
"676","mmu:170768","","Pfkfb3, E330010H22Rik, iPFK-2, uPFK-, uPFK-2","mmu00051","","Fructose and mannose metabolism"
"677","mmu:18639","","Pfkfb1, PFK/FBPase_1","mmu00051","","Fructose and mannose metabolism"
"678","mmu:18640","","Pfkfb2, 4930568D07Rik","mmu00051","","Fructose and mannose metabolism"
"679","mmu:218138","","Gmds, BC031788, C87208","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"680","mmu:22122","","Gfus, AI256181, FX, Tst, Tsta3, Tstap, Tstap35b","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"681","mmu:225913","","Tkfc, BC021917, Da, Dak","mmu00051, mmu00561","","Fructose and mannose metabolism, Glycerolipid metabolism"
"682","mmu:234730","","Fcsk, 1110046B12Rik, AI303278, Fuk","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"683","mmu:270198","","Pfkfb4, C230090D14","mmu00051","","Fructose and mannose metabolism"
"684","mmu:29858","","Pmm1, C77612","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"685","mmu:319801","","Tigar, 9630033F20Rik, AA793651, AI595337, C79710, C85509, Ti","mmu00051","","Fructose and mannose metabolism"
